TABLE S4: 3D7 vs HB3 Competitive Genomic Hybridization Data
Bozdech & Llinas et al.

This table contains all of the intensity data from competitive genomic hybridizations of genomic  
DNA derived from the 3D7 and HB3 strains of P. falciparum. The averaged intensities from three
microarray hybridization experiments are listed.  A %3D7 intensity in the HB3 channel 
of '-1' indicates that signal in these spots for one or both of the strains was below background.
Strains used in this study were obtained from the Malaria Resource Center (MR4).

Column 1: Oligonucleotide ID
Column 2: PlasmoDB ID
Column 3: PlasmoDB Manual annotation 
Column 4: Averaged normalized intensity for strain 3D7
Column 5: Averaged normalized intensity for strain HB3
Column 6: % of 3D7 intensity in the HB3 channel

Oligonucleotide ID	PlasmoDB ID	Manual annotation	3D7 averaged normalized intensity	HB3 averaged normalized intensity	%3D7 intensity
B73	PFB0125c	hypothetical protein	871.95	671.83	0.77
B77	PFB0130w	polyprenyl synthetase, putative	695.95	573.5	0.82
B78	NULL		653.62	606.5	0.93
B8	NULL		6490.28	5271.5	0.81
B88	PFB0140w	hypothetical protein	1385.28	1150.83	0.83
B91	PFB0145c	hypothetical protein	1144.95	849.16	0.74
B93	PFB0150c	protein kinase, putative	819.62	772.83	0.94
B95	PFB0160w	ERCC1 nucleotide excision repair protein, putative	898.62	754.16	0.84
B96	NULL		1099.28	1040.16	0.95
B98	PFB0170w	hypothetical protein	952.95	869.83	0.91
B99	PFB0175c	hypothetical protein	564.95	530.83	0.94
C1	NULL		3028.95	3213.5	1.06
C101	PFC0150w	hypothetical protein, conserved	458.95	444.16	0.97
C105	PFC0155c	DNA-directed RNA polymerase subunit I, putative	923.95	866.5	0.94
C11	PFC0010c	rifin	612.95	180.83	0.3
C111	NULL		1135.28	994.16	0.88
C113	PFC0160w	binding protein, putative	464.95	427.16	0.92
C114	PFC0165w	hypothetical protein	1483.62	1433.16	0.97
C115	PFC0165w	hypothetical protein	833.95	833.5	1
C116	PFC0170c	dihydrolipoamide acyltransferase, putative	603.95	511.5	0.85
C117	PFC0175w	IBR domain protein, putative	422.95	501.16	1.18
C118	PFC0176c	hypothetical protein	585.28	508.16	0.87
C119	PFC0180c	hypothetical protein	545.28	515.5	0.95
C122	PFC0180c	hypothetical protein	422.95	314.5	0.74
C123	PFC0185w	hypothetical protein	844.62	837.83	0.99
C125	PFC0190c	EH (Eps15 homology) protein	439.95	381.5	0.87
C127	NULL		607.62	613.16	1.01
C128	PFC0195w	hypothetical protein	754.28	688.5	0.91
C129	PFC0195w	hypothetical protein	582.95	540.16	0.93
C132	PFC0200w	60S Ribosomal protein L44, putative	443.28	420.83	0.95
C134	PFC0205c	PfGLP-1, 1-cys-glutaredoxin-like protein-1	903.28	826.5	0.91
C137	PFC0210c	circumsporozoite (CS) protein	680.95	660.16	0.97
C138	PFC0215c	hypothetical protein	558.28	600.83	1.08
C141	PFC0220w	hypothetical protein	458.62	500.16	1.09
C142	PFC0221c	hypothetical protein	627.95	614.83	0.98
C143	PFC0225c	elongation factor (EF-TS), putative	944.95	738.16	0.78
C145	PFC0230c	hypothetical protein	838.62	723.83	0.86
C146	PFC0235w	hypothetical protein	796.62	762.16	0.96
C147	PFC0240c	hypothetical protein	925.62	965.5	1.04
C152	PFC0245c	hypothetical protein	731.95	649.83	0.89
C154	PFC0241w	hypothetical protein	717.95	676.16	0.94
C156	PFC0250c	AP endonuclease (DNA-(apurinic or apyrimidinic site) lyase), putative	543.62	510.83	0.94
C161	PFC0255c	ubiquitin-conjugating enzyme E2, putative	1010.95	919.5	0.91
C162	PFC0260w	hypothetical protein	1347.28	1184.5	0.88
C163	PFC0261c	hypothetical protein	588.95	590.83	1
C164	PFC0262c	hypothetical protein	596.95	512.16	0.86
C169	PFC0265c	hypothetical protein	631.95	644.83	1.02
C171	PFC0270w	hypothetical protein	568.62	543.16	0.96
C174	PFC0271c	glutaredoxin, putative	883.28	825.5	0.93
C176	PFC0275w	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	476.28	395.83	0.83
C179	PFC0280c	hypothetical protein	574.62	467.16	0.81
C18	PFC0025c	stevor, putative	637.95	570.5	0.89
C180	PFC0281w	hypothetical protein	447.62	458.83	1.03
C183	PFC0282w	hypothetical protein	993.62	814.16	0.82
C184	PFC0285c	T-complex protein beta subunit, putative	691.28	659.16	0.95
C187	PFC0285c	T-complex protein beta subunit, putative	1104.76	1048.17	0.95
C190	PFC0290w	40S ribosomal protein S23, putative	533.62	500.5	0.94
C191	PFC0295c	40S ribosomal protein S12, putative	1113.76	1056.17	0.95
C195	PFC0300c	60S ribosomal protein L7, putative	434.95	444.5	1.02
C197	NULL		799.28	792.16	0.99
C198	PFC0305w	EB1 homolog, putative	1071.95	982.83	0.92
C199	PFC0310c	ATP-dependent CLP protease, putative	1415.76	1476.17	1.04
C215	PFC0315c	hypothetical protein	486.28	466.16	0.96
C216	NULL		1585.28	1489.16	0.94
C217	PFC0320w	hypothetical protein	406.62	404.83	1
C222	NULL		1193.28	1070.16	0.9
C223	PFC0325c	hypothetical protein	339.28	390.5	1.15
C227	PFC0330w	PDZ domain protein, putative	455.28	461.16	1.01
C228	PFC0335c	hypothetical protein	1366.62	1386.83	1.01
C230	PFC0335c	hypothetical protein	455.76	447.17	0.98
C232	PFC0340w	DNA polymerase delta small subunit, putative	799.95	787.5	0.98
C233	PFC0345w	hypothetical protein	710.28	722.5	1.02
C237	PFC0355c	hypothetical protein	773.95	768.16	0.99
C238	PFC0365w	conserved protein, putative	465.62	440.16	0.95
C240	PFC0370w	hypothetical protein	591.62	573.83	0.97
C242	PFC0375c	hypothetical protein	393.95	378.16	0.96
C244	PFC0380w	dual-specificity protein phosphatase, putative	990.95	933.16	0.94
C247	PFC0381c	hypothetical protein	495.28	477.83	0.96
C253	PFC0390w	hypothetical protein, conserved	682.28	648.16	0.95
C256	PFC0395w	asparagine synthetase, putative	638.95	494.5	0.77
C257	PFC0400w	60S Acidic ribosomal protein P2	254.28	229.83	0.9
C259	NULL		767.28	759.5	0.99
C266	PFC0415c	hypothetical protein	1628.62	1355.16	0.83
C271	NULL		773.95	825.5	1.07
C273	PFC0420w	calcium-dependent protein kinase, putative	269.62	247.16	0.92
C276	PFC0425w	hypothetical protein	1364.62	1091.5	0.8
C281	PFC0440c	helicase, putative	704.95	663.16	0.94
C283	PFC0435w	hypothetical protein	634.62	578.83	0.91
C289	PFC0450w	hypothetical protein	676.95	580.83	0.86
C291	PFC0455w	hypothetical protein	1285.28	1030.5	0.8
C292	PFC0460w	hypothetical protein	587.95	614.16	1.04
C296	PFC0465c	hypothetical protein	620.62	629.5	1.01
C297	NULL		1268.28	1422.5	1.12
C299	NULL		1308.28	1239.5	0.95
C30	PFC0045w	hypothetical protein	616.62	47.16	0.08
C302	PFC0470w	valine -- tRNA ligase, putative	874.28	885.5	1.01
C305	PFC0475c	hypothetical protein	494.62	421.83	0.85
C307	NULL		847.95	906.16	1.07
C309	NULL		603.95	640.16	1.06
C311	NULL		1460.28	1371.5	0.94
C315	PFC0485w	protein kinase, putative	662.28	788.16	1.19
C317	PFC0486c	hypothetical protein	754.28	768.16	1.02
C32	PFC0050c	long chain fatty acid ligase, putative	444.62	97.5	0.22
C322	PFC0490w	hypothetical protein	814.95	684.5	0.84
C326	PFC0495w	aspartyl protease, putative	582.62	491.5	0.84
C336	PFC0505c	hypothetical protein	973.28	794.5	0.82
C343	PFC0510w	zinc finger protein, putative	596.28	506.83	0.85
C345	PFC0520w	26S proteasome regulatory subunit S14, putative	763.28	718.5	0.94
C350	PFC0525c	glycogen synthase kinase, putative	560.95	510.83	0.91
C351	NULL		1023.28	843.16	0.82
C360	PFC0535w	60S ribosomal protein L26, putative	424.95	549.16	1.29
C365	PFC0540w	hypothetical protein	505.28	519.16	1.03
C367	PFC0545c	hypothetical protein	860.28	804.5	0.94
C370	PFC0550w	hypothetical protein	784.62	867.5	1.11
C373	PFC0555c	hypothetical protein	547.28	591.5	1.08
C374	NULL		1211.62	1274.5	1.05
C379	PFC0560c	hypothetical protein	420.95	678.16	1.61
C38	PFC0060c	Serine/threonine protein kinase, putative	627.62	656.16	1.05
C380	PFC0565w	hypothetical protein	808.28	789.83	0.98
C382	PFC0570c	hypothetical protein	824.95	799.16	0.97
C384	PFC0570c	hypothetical protein	587.62	658.83	1.12
C385	PFC0570c	hypothetical protein	744.62	681.16	0.91
C386	PFC0571c	hypothetical protein	565.05	466.16	0.82
C387	PFC0571c	hypothetical protein	1016.28	892.83	0.88
C388	PFC0571c	hypothetical protein	577.05	487.66	0.85
C40	PFC0065c	possable Alpha/Beta hydrolase protein	544.62	535.83	0.98
C412	NULL		501.95	514.5	1.02
C416	PFC0581w	hypothetical protein	442.95	455.5	1.03
C417	PFC0581w	hypothetical protein	821.76	823.17	1
C418	PFC0590c	hypothetical protein	695.62	747.16	1.07
C420	PFC0595c	serine/threonine protein phosphatase, putative	281.62	305.83	1.09
C422	PFC0600w	hypothetical protein	933.95	900.16	0.96
C424	PFC0610c	hypothetical protein	494.28	525.16	1.06
C427	PFC0620w	hypothetical protein	659.95	636.16	0.96
C429	PFC0630w	hypothetical protein	370.05	407.66	1.1
C43	PFC0075c	hypothetical protein	831.95	729.5	0.88
C430	PFC0635c	translation initiation factor E4, putative	555.05	536.16	0.97
C436	PFC0645w	hypothetical protein	906.62	790.5	0.87
C439	PFC0650w	hypothetical protein	529.05	555.66	1.05
C441	PFC0670c	hypothetical protein	1156.95	1096.16	0.95
C442	PFC0675c	hypothetical protein	304.62	330.83	1.09
C445	PFC0680w	hypothetical protein	851.28	702.16	0.82
C446	PFC0685w	hypothetical protein	275.28	342.16	1.24
C447	PFC0690c	hypothetical protein	790.95	732.83	0.93
C448	PFC0695w	hypothetical protein	898.62	832.16	0.93
C451	PFC0700c	hypothetical protein	425.28	419.16	0.99
C458	PFC0705c	hypothetical protein	690.95	703.83	1.02
C46	PFC0080c	hypothetical protein	774.76	1018.17	1.31
C465	PFC0710w	inorganic pyrophosphatase, putative	659.62	820.83	1.24
C470	PFC0715c	hypothetical protein	539.95	534.16	0.99
C474	PFC0725c	transporter, putative	968.62	1049.5	1.08
C488	PFC0730w	conserved protein, putative	574.28	582.16	1.01
C489	NULL		2674.76	2414.17	0.9
C49	PFC0085c	hypothetical protein	517.28	548.16	1.06
C491	PFC0735w	40S ribosomal protein S15A, putative	493.62	395.16	0.8
C493	PFC0740c	binding protein, putative	783.62	775.83	0.99
C497	PFC0745c	proteasome component C8, putative	572.28	571.83	1
C498	PFC0745c	proteasome component C8, putative	1399.28	1397.16	1
C500	PFC0750w	hypothetical protein	1278.28	1155.5	0.9
C502	NULL		568.95	579.83	1.02
C503	PFC0755c	protein kinase, putative	395.28	424.83	1.07
C504	NULL		1089.95	1108.16	1.02
C505	NULL		798.28	841.5	1.05
C506	PFC0760c	hypothetical protein	654.95	547.16	0.84
C507	PFC0765c	hypothetical protein	839.28	864.5	1.03
C510	PFC0770c	kinesin-related protein, putative	1320.62	1282.83	0.97
C515	PFC0775w	40S ribosomal protein S11, putative	286.28	245.5	0.86
C520	PFC0780w	hypothetical protein	713.28	653.5	0.92
C523	PFC0785c	proteasome regulatory protein, putative	753.95	758.5	1.01
C524	PFC0790w	hypothetical protein	540.62	441.16	0.82
C525	PFC0795w	hypothetical protein	890.95	845.16	0.95
C526	PFC0800w	band 7-related protein	488.62	500.5	1.02
C527	PFC0805w	DNA-directed RNA polymerase II, putative	572.95	603.16	1.05
C528	PFC0810c	hypothetical protein	800.28	733.16	0.92
C53	PFC0095c	hypothetical protein	589.28	519.5	0.88
C532	PFC0815c	hypothetical protein	596.62	685.16	1.15
C535	PFC0815c	hypothetical protein	427.95	435.5	1.02
C538	PFC0820w	hypothetical protein	271.28	358.83	1.32
C539	NULL		834.95	817.83	0.98
C54	PFC0090w	hypothetical protein	671.62	639.83	0.95
C540	PFC0825c	cleavage and polyadenylation specificity factor protein, putative	665.95	579.83	0.87
C541	PFC0830w	trophozoite stage antigen, PFC0830w	688.28	638.16	0.93
C554	PFC0831w	triosephophate isomerase, putative	618.62	503.5	0.81
C557	PFC0835c	hypothetical protein	573.28	567.16	0.99
C558	PFC0840w	P-type ATPase, putative	394.62	351.83	0.89
C559	PFC0845c	ubiquitin--protein ligase, putative	213.62	201.16	0.94
C56	PFC0100c	regulatory protein, putative	886.95	837.83	0.94
C563	PFC0850c	hypothetical protein	740.95	691.5	0.93
C565	NULL		568.28	612.16	1.08
C568	NULL		531.28	503.83	0.95
C569	PFC0860w	kinesin, putative	1229.95	1142.5	0.93
C574	PFC0865w	RNA-binding protein, putative	654.62	632.5	0.97
C578	PFC0870w	elongation factor 1 (EF-1), putative	1268.28	1070.5	0.84
C582	PFC0875w	hypothetical protein	756.62	715.83	0.95
C583	PFC0880c	hypothetical protein	1104.95	1039.83	0.94
C584	PFC0885c	hypothetical protein	978.28	935.16	0.96
C588	NULL		1197.95	1100.83	0.92
C59	PFC0105w	serine/threonine protein kinase, putative	576.95	471.83	0.82
C591	PFC0890w	vesicle transport protein, putative	1409.95	1303.83	0.92
C593	NULL		1216.62	1172.5	0.96
C597	PFC0895w	hypothetical protein	914.28	857.5	0.94
C598	PFC0900w	T-complex protein 1 epsilon subunit, putative	451.28	379.83	0.84
C599	PFC0905c	hypothetical protein	500.62	487.83	0.97
C60	PFC0110w	Cytoadherence linked asexual protein, CLAG	616.95	242.83	0.39
C600	PFC0910w	hypothetical protein	386.62	358.5	0.93
C602	NULL		566.95	544.5	0.96
C604	NULL		426.28	371.83	0.87
C608	PFC0915w	ATP-dependent RNA helicase, putative	608.95	555.16	0.91
C611	PFC0920w	histone H2A variant, putative	349.62	289.16	0.83
C614	PFC0925w	hypothetical protein	640.95	642.83	1
C624	PFC0930c	hypothetical protein	1018.62	1041.16	1.02
C625	PFC0940c	hypothetical protein	472.62	443.16	0.94
C626	NULL		893.28	784.16	0.88
C630	PFC0945w	protein kinase, putative	668.95	593.83	0.89
C631	NULL		698.28	666.83	0.95
C637	PFC0960c	hypothetical protein	961.95	776.5	0.81
C638	PFC0955w	ATP-dependent RNA helicase	696.95	533.5	0.77
C641	PFC0965w	hypothetical protein	671.62	556.16	0.83
C645	PFC0970w	hypothetical protein	890.28	885.5	0.99
C646	NULL		627.28	626.83	1
C648	NULL		1287.28	1223.5	0.95
C649	PFC0975c	cyclophilin (PFCYP19)	520.28	529.16	1.02
C650	PFC0980c	hypothetical protein	755.28	786.83	1.04
C657	PFC0990c	hypothetical protein	731.95	701.83	0.96
C662	NULL		629.28	576.83	0.92
C663	PFC0995c	diacylglycerol O-acyltransferase, putative	526.62	594.16	1.13
C665	PFC1000w	hypothetical protein	1182.95	1149.16	0.97
C666	PFC1005c	HesB-like domain protein	508.95	460.83	0.91
C67	PFC0115c	VAR pseudogene	650.28	577.83	0.89
C670	NULL		739.62	726.5	0.98
C672	PFC1010w	hypothetical protein	884.62	673.5	0.76
C674	PFC1011c	hypothetical protein	831.95	964.16	1.16
C676	PFC1015c	hypothetical protein	691.95	601.16	0.87
C677	NULL		1108.95	1059.5	0.96
C679	PFC1020c	40S ribosomal protein S3A, putative	371.28	373.5	1.01
C68	PFC0115c	VAR pseudogene	1071.95	889.83	0.83
C681	PFC1025w	F49C12.11-like protein	321.28	309.5	0.96
C684	PFC1030w	hypothetical protein	1129.28	1070.16	0.95
C686	PFC1035w	hypothetical protein	631.62	519.83	0.82
C688	PFC1045c	hypothetical protein	591.95	555.83	0.94
C689	PFC1040w	hypothetical protein	576.28	526.5	0.91
C69	NULL		625.62	496.5	0.79
C693	PFC1050w	hypothetical protein	389.95	362.83	0.93
C698	PFC1055w	hypothetical protein	495.28	483.83	0.98
C699	PFC1060c	hypothetical protein	435.62	416.16	0.96
C700	PFC1065w	hypothetical protein	626.62	664.5	1.06
C704	PFC1065w	hypothetical protein	1042.28	1043.16	1
C706	NULL		816.95	676.83	0.83
C71	PFC0115c	VAR pseudogene	549.62	615.83	1.12
C713	PFC1080c	hypothetical protein, conserved in P. falciparum	1276.95	1109.83	0.87
C72	PFC0115c	VAR pseudogene	386.62	307.16	0.79
C720	PFC1100w	rifin (3D7-rifT3-6)	529.28	146.83	0.28
C729	PF07_0131	VAR pseudogene	4959.95	3000.5	0.6
C73	PFC0115c	VAR pseudogene	496.95	510.83	1.03
C731	PFC1115w	rifin (3D7-rifT3-7)	1351.62	656.16	0.49
C733	PFC1120c	var (3D7-varT3-2)	473.28	236.16	0.5
C734	NULL		1264.62	1144.5	0.91
C735	NULL		4479.28	4320.5	0.96
C738	NULL		2492.95	4866.83	1.95
C739	NULL		7752.95	10995.83	1.42
C74	PFC0115c	VAR pseudogene	417.95	280.16	0.67
C741	NULL		8751.93	11058.31	1.26
C742	NULL		2103.28	3239.5	1.54
C743	NULL		4146.62	2897.83	0.7
C746	NULL		5255.95	4188.16	0.8
C75	PFC0115c	VAR pseudogene	609.28	275.5	0.45
C76	PFC0120w	Cytoadherence linked asexual protein, CLAG	1417.28	1704.16	1.2
C83	PFC0125w	ABC transporter, putative	628.28	601.16	0.96
C85	PFC0126c	hypothetical protein	265.28	281.83	1.06
C87	PFC0130c	hypothetical protein	547.95	452.16	0.83
C88	PFC0135c	conserved protein	500.28	518.16	1.04
C9	PFC0005w	Var Protein, putative	815.95	202.5	0.25
C96	PFC0140c	N-ethylmaleimide-sensitive fusion protein, putative	642.28	669.16	1.04
C97	PFC0145c	hypothetical protein	849.62	776.5	0.91
D10455_1	PFD1190c	hypothetical protein	331.62	304.5	0.92
D10455_2	PFD1185w	hypothetical protein	461.62	486.83	1.05
D10917_2	MAL6P1.125	DNA polymerase epsilon, catalytic subunit a, putative	381.62	323.5	0.85
D11621_1	PFI1135c	hypothetical protein	563.95	536.83	0.95
D11687_1	MAL7P1.12	erythrocyte membrane-associated antigen	332.62	280.83	0.84
D12635_1	PFD0895c	Bet3 transport protein, putative	909.95	874.83	0.96
D12635_11	PFD0915w	hypothetical protein	564.62	521.5	0.92
D12635_14	PFD0920w	hypothetical protein	546.95	617.83	1.13
D12635_18	NULL		681.62	595.5	0.87
D12635_2	PFD0900w	hypothetical protein	563.62	681.5	1.21
D12635_20	PFD0920w	hypothetical protein	1028.95	969.16	0.94
D12635_21	PFD0925w	hypothetical protein	470.62	407.16	0.87
D12635_22	PFD0930w	CGI-141 protein homolog	753.28	723.83	0.96
D12635_24	PFD0935c	hypothetical protein	911.28	876.16	0.96
D12635_25	PFD0940w	hypothetical protein	795.28	806.83	1.01
D12635_3	PFD0905w	hypothetical protein	739.62	563.83	0.76
D12635_31	PFD0940w	hypothetical protein	784.95	675.83	0.86
D12635_33	PFD0945c	hypothetical protein	566.28	572.83	1.01
D12635_36	PFD0950w	ran binding protein 1	335.62	394.5	1.18
D12635_37	PFD0955w	hypothetical protein	597.62	566.83	0.95
D12635_38	PFD0960c	unknown	687.28	665.16	0.97
D12635_39	PFD0965w	hypothetical protein	515.28	545.83	1.06
D12635_45	PFD0965w	hypothetical protein	1442.28	1394.5	0.97
D12635_47	PFD0970c	hypothetical protein	772.28	765.5	0.99
D12635_48	PFD0975w	unknown	632.28	652.5	1.03
D12635_50	PFD0980w	holo-(acyl-carrier protein) synthase, putative	791.95	713.16	0.9
D12635_51	PFD0985w	hypothetical protein	817.95	824.5	1.01
D12635_6	PFD0910w	hypothetical protein	478.95	542.16	1.13
D12635_8	NULL		542.28	561.16	1.03
D12661_1	PF10_0026	hypothetical protein	896.62	841.5	0.94
D13561_3	NULL		225.62	168.83	0.75
D13568_1	PFE0445c	SNAP protein (soluble N-ethylmaleimide-sensitive factor Attachment Protein), putative	427.28	409.16	0.96
D13568_2	PFE0445c	SNAP protein (soluble N-ethylmaleimide-sensitive factor Attachment Protein), putative	785.95	694.16	0.88
D13582_1	MAL6P1.54	RNA binding protein, putative	635.95	671.5	1.06
D1479_1	PFB0315w	41 kDa antigen	368.95	406.16	1.1
D14936_1	PF07_0135	rifin	530.43	415.31	0.78
D14952_1	PF13_0321	hypothetical protein	975.62	941.5	0.97
D15909_10	PFD1145c	hypothetical protein	378.43	419.31	1.11
D15909_2	PFD1130w	hypothetical protein	683.62	625.16	0.91
D15909_4	PFD1135c	hypothetical protein	712.62	678.16	0.95
D15909_5	PFD1135c	hypothetical protein	1223.93	1267.81	1.04
D15909_8	PFD1140w	hypothetical protein	535.62	543.16	1.01
D16430_1	PFD1210w	hypothetical protein	444.93	491.81	1.11
D16430_2	NULL		1095.62	1276.83	1.17
D16785_1	PFD1115c	hypothetical protein	926.62	850.5	0.92
D16785_10	PFD1090c	clathrin assembly protein, putative	662.62	668.16	1.01
D16785_11	PFD1085w	hypothetical protein	1054.28	863.83	0.82
D16785_13	PFD1080w	hypothetical protein	907.28	893.5	0.98
D16785_17	NULL		1163.28	1106.5	0.95
D16785_2	NULL		904.28	928.83	1.03
D16785_20	PFD1070w	eukaryotic initiation factor	895.62	873.16	0.97
D16785_21	PFD1065c	hypothetical protein	875.28	931.16	1.06
D16785_23	PFD1060w	u5 small nuclear ribonucleoprotein-specific protein, putative	700.95	638.16	0.91
D16785_24	PFD1055w	ribosomal protein S19s	557.95	614.5	1.1
D16785_26	PFD1050w	alpha-tubulin ii	468.95	448.5	0.96
D16785_3	PFD1110w	hypothetical protein	801.28	761.5	0.95
D16785_31	NULL		3465.62	3458.5	1
D16785_33	NULL		1818.62	1677.5	0.92
D16785_35	PFD1045c	erythrocyte membrane-associated antigen, putative	912.38	948.03	1.04
D16785_36	PFD1040w	hypothetical protein	840.95	759.16	0.9
D16785_38	PFD1035w	steroid dehydrogenase kik-i, putative	400.88	410.03	1.02
D16785_4	PFD1110w	hypothetical protein	599.95	571.83	0.95
D16785_43	NULL		1045.95	1021.16	0.98
D16785_5	PFD1105w	hypothetical protein	945.28	1019.83	1.08
D16785_6	NULL		748.62	643.5	0.86
D16785_7	NULL		802.95	698.83	0.87
D16785_8	PFD1100c	hypothetical protein	809.62	677.83	0.84
D16785_9	PFD1095w	hypothetical protein	541.28	495.16	0.91
D17523_1	NULL		839.62	134.16	0.16
D17715_10	PFD0605c	hypothetical protein	1055.62	871.83	0.83
D17715_102	PFD0380c	hypothetical protein	1045.95	892.83	0.85
D17715_104	PFD0375w	hypothetical protein	603.28	582.5	0.97
D17715_105	NULL		1513.28	1232.83	0.81
D17715_109	PFD0365c	hypothetical protein	762.62	703.16	0.92
D17715_11	PFD0600c	ribosomal protein, putative	697.62	693.5	0.99
D17715_110	PFD0360w	hypothetical protein	772.95	684.16	0.89
D17715_111	NULL		723.62	662.16	0.92
D17715_112	PFD0355c	hypothetical protein, conserved	617.28	564.16	0.91
D17715_117	PFD0350w	hypothetical protein, conserved	572.28	582.5	1.02
D17715_12	PFD0595w	hypothetical protein	792.62	761.83	0.96
D17715_121	NULL		961.95	950.83	0.99
D17715_124	PFD0345c	hypothetical protein	753.62	832.83	1.11
D17715_125	PFD0340c	hypothetical protein	664.28	562.83	0.85
D17715_13	PFD0590c	DNA polymerase alpha	979.95	924.16	0.94
D17715_132	PFD0335c	hypothetical protein	805.62	736.83	0.91
D17715_134	NULL		1666.95	1430.83	0.86
D17715_136	PFD0330w	hypothetical protein	691.28	710.16	1.03
D17715_138	PFD0330w	hypothetical protein	870.95	845.5	0.97
D17715_139	NULL		785.28	658.83	0.84
D17715_140	PFD0330w	hypothetical protein	515.62	570.16	1.11
D17715_142	PFD0325w	hypothetical protein	705.95	683.5	0.97
D17715_15	PFD0585c	hypothetical protein	615.62	623.16	1.01
D17715_16	PFD0580c	hypothetical protein	441.62	525.83	1.19
D17715_17	PFD0565c	RNA helicase, putative	677.62	621.83	0.92
D17715_19	PFD0560w	hypothetical protein	559.28	545.16	0.97
D17715_20	PFD0555c	hypothetical protein	448.62	465.16	1.04
D17715_22	PFD0550c	hypothetical protein	881.62	713.83	0.81
D17715_23	PFD0545w	hypothetical protein	586.28	546.83	0.93
D17715_25	PFD0540c	hypothetical protein	96.93	102.81	1.06
D17715_26	PFD0535w	hypothetical protein	1058.62	953.83	0.9
D17715_27	PFD0530c	hypothetical protein	852.95	778.5	0.91
D17715_28	PFD0525w	hypothetical protein	367.95	342.83	0.93
D17715_31	NULL		801.62	636.16	0.79
D17715_32	PFD0520c	hypothetical protein	261.95	317.83	1.21
D17715_36	NULL		362.28	318.83	0.88
D17715_37	PFD0510c	protein phosphatase, putative	301.28	300.16	1
D17715_38	PFD0495c	hypothetical protein	159.93	160.31	1
D17715_40	PFD0490c	hypothetical protein	754.95	629.5	0.83
D17715_44	PFD0485w	hypothetical protein	28.76	48.17	1.68
D17715_45	PFD0480w	hypothetical protein	209.62	177.16	0.85
D17715_47	PFD0475c	replication factor a protein, putative	102.62	106.5	1.04
D17715_49	PFD0470c	hypothetical protein, conserved	645.28	657.5	1.02
